date,platform,summary,name,name_cn,tags,total_episodes,collection,id,eps,volumes,locked,nsfw,type,small_cover,grid_cover,large_cover,medium_cover,common_cover,版本特性,艺术家,发售日期,价格,播放时长,发行商,录音,碟片数量,rank,votes,ratings,rating_score,发行方,Artist,作词,作曲,编曲,品番,Type,Released,Length,Discs,制作人,中文名,厂牌,别名,介质,商品编号,特设,website,Website,产品编号,编号,Publisher,官方主页,官方网站,插图,レーベル,規格品番,ASIN,EAN,再版,備註,Official Web Site,其他,サークル,版号,出版,歌手,Catalog,HP,唱片公司,Vocal,Illustration,Producer,Lyrics,Arrange,Compose,作り手,剧本,曲目条数,社团,Strings,英文名,编录,Composer,条形码,脚本,备注,Recorded,展会,制作,发布,作詞,版权,表演者,出版者,条型码,商品番号,Sound Director,Arrangement,Conductor,Orchestra,Choir,Band,Drums,Keyboard,Piano,混音,流派,专辑类型,发行时间,其他发行日期,声音工程师,录音师,混音师,混音助理,母带制作,音乐监制,JANコード,其他发售日期,Remix,Tracks,JAN,售价,官网,媒介,发售商,Arranger,出版社,発売元,販売元,Circle,绘图,象征标志设计,鏡音リン出场服装设计,唱片数,联合制作,出品,bandcamp
1996-02-16,,人気アニメ『新世紀エヴァンゲリオン』の中でも特に有名な楽曲である「残酷な天使のテーゼ＜TV.Size Version＞」などを収録した全25曲入り作品。,NEON GENESIS EVANGELION Ⅱ,,"{'OST': 43, '鷺巣詩郎': 32, 'EVA': 21, '林原めぐみ': 13, '1996': 11, '新世紀エヴァンゲリオン': 7, '大森俊之': 7, '鹭巢诗郎': 7, '高橋洋子': 7, 'Claire': 5, '动画': 4, 'NEON': 2, 'ROBO': 2, 'GENESIS': 1, 'EVANGELION': 1, 'Ⅱ': 1, '2015': 1, 'anime': 1, '日本': 1, 'ED': 1, 'キングレコード': 1, '童年': 1, 'アニメ': 1}",25,"{'on_hold': 3, 'dropped': 0, 'wish': 7, 'collect': 146, 'doing': 6}",33832,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/b6/11/33832_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/b6/11/33832_jp.jpg,https://lain.bgm.tv/pic/cover/l/b6/11/33832_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/b6/11/33832_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/b6/11/33832_jp.jpg,Soundtrack,,1996-02-16,"￥ 3,059",63 m,,キングレコード,1,431,92,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 6, '7': 13, '8': 28, '9': 29, '10': 16}",8.391304347826088,キングレコード,,,,,,,,,,,,,[{'v': 'NEON GENESIS EVANGELION 2'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-03,,,INNOCENCE O.S.T.,攻壳机动队2 无罪 OST,"{'OST': 51, '川井憲次': 40, '川井宪次': 25, '攻壳机动队': 22, '2004': 19, '攻殻機動隊': 16, '动画': 6, '伊藤君子': 4, '西田佳づ美': 4, '西田和枝社中': 2, '伊藤予示子': 2, '清水多永子': 2, '2000s': 1, 'anime': 1, '动画原声': 1}",12,"{'on_hold': 1, 'dropped': 0, 'wish': 12, 'collect': 210, 'doing': 6}",53413,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/77/a4/53413_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/77/a4/53413_jp.jpg,https://lain.bgm.tv/pic/cover/l/77/a4/53413_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/77/a4/53413_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/77/a4/53413_jp.jpg,Soundtrack,西田和枝社中、伊藤君子、伊藤予示子、西田佳づ美、清水多永子,2004-03-03,"￥ 3,045",47 m,,ビクターエンタテインメント,,101,148,"{'1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 3, '7': 11, '8': 41, '9': 43, '10': 49}",8.79054054054054,ビクターエンタテインメント,,川井憲次、坂本美雨、Herbert Kretzmer、Hal Shaper,川井憲次、Joaquin Rodrigo,川井憲次,,,,,,,攻壳机动队2 无罪 OST,,"[{'v': 'イノセンス オリジナル・サウンドトラック'}, {'v': 'Ghost in the Shell Innocence ost'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-08-24,,"アーティスト/ キャスト
喜多村英梨(美樹さやか)　野中藍(佐倉杏子)
内容
【完全生産限定版特典】
◆特典CD
①虚淵玄監修オリジナルドラマ「フェアウェル・ストーリー」)
②美樹さやか(CV:喜多村英梨)＆佐倉杏子(CV:野中藍)

収録曲
1. フェアウェル・ストーリー　(魔法少女まどか☆マギカ ドラマCD)
2. and I’m  home　(エンディングキャラクターソング)／歌：美樹さやか(CV:喜多村英梨)＆佐倉杏子(CV:野中藍)
3. and I’m home [Instrumental ver.]",魔法少女まどか☆マギカ Blu-ray＆DVD 第5巻 [完全生産限定版] 特典CD,TV动画 魔法少女小圆 Blu-ray＆DVD 第五卷 [完全生产限定版] 特典CD,"{'魔法少女小圆': 34, '红蓝': 22, '角色歌': 18, '喜多村英梨': 16, '特典CD': 15, 'wowaka': 14, '野中蓝': 13, '红蓝快结婚': 8, '2011': 8, '广播剧': 4, 'anime': 4, '魔法少女まどか☆マギカ': 3, 'm': 2, '野中藍': 2, 'home': 2, 'and': 2, 'I': 2, 'ドラマCD': 2, '阿部尚徳': 1, '动画角色歌': 1, '推荐': 1, 'RoDa': 1, '动漫专辑': 1, '2017': 1, '其他': 1, 'CR': 1, '梶浦由記': 1, '特典': 1, 'キャラソン': 1, 'VOCAL': 1}",3,"{'on_hold': 0, 'dropped': 0, 'wish': 10, 'collect': 200, 'doing': 8}",22418,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/88/21/22418_38xqY.jpg,https://lain.bgm.tv/r/100/pic/cover/l/88/21/22418_38xqY.jpg,https://lain.bgm.tv/pic/cover/l/88/21/22418_38xqY.jpg,https://lain.bgm.tv/r/800/pic/cover/l/88/21/22418_38xqY.jpg,https://lain.bgm.tv/r/400/pic/cover/l/88/21/22418_38xqY.jpg,特典CD,美樹さやか（喜多村英梨）、 佐倉杏子（野中藍）,2011-08-24,"￥ 6,300",33:30,,,1,292,145,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 4, '7': 14, '8': 57, '9': 47, '10': 22}",8.448275862068966,,,wowaka,wowaka,wowaka、とく(阿部尚徳),,,,,,,TV动画 魔法少女小圆 Blu-ray＆DVD 第五卷 [完全生产限定版] 特典CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平松正樹（广播剧）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-21,,"2003年に放送されたTVアニメ『WOLF'S RAIN』のサウンドトラック盤第2弾。音楽を担当しているのは、第1弾と同様、菅野よう子だ。坂本真綾やSteve Conteらのヴォーカル曲も収録している。

ロック、ジャズ、クラシックなど多岐にわたるジャンルを横断しながらも、難解にも散漫にもならず、とにかく耳に心地よい楽曲群。6曲のヴォーカル曲も、主張しすぎない絶妙な存在感でアクセントを作る。作品の放送終了後半年を経てリリースされた本作だが、それだけの価値を認められる聴きごたえある1枚だ。",WOLF'S RAIN O.S.T.2,,"{'OST': 18, '菅野よう子': 18, '菅野洋子': 11, '坂本真綾': 8, '狼雨': 7, '坂本真绫': 4, '2004': 4, 'Ilaria_Graziano': 3, 'anime': 3, 'WOLF’S_RAIN': 2, 'franco_sansalone': 1, '☆ACG': 1, '★J-POP': 1, 'steve_conte': 1, '动画': 1, '动漫原声带': 1, 'VICTOR': 1, '日本': 1}",22,"{'on_hold': 0, 'dropped': 1, 'wish': 5, 'collect': 74, 'doing': 5}",31515,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/ea/a8/31515_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/ea/a8/31515_jp.jpg,https://lain.bgm.tv/pic/cover/l/ea/a8/31515_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/ea/a8/31515_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/ea/a8/31515_jp.jpg,Soundtrack,Steve Conte / 菅野よう子 / Ilaria Graziano / Franco Sansalone / 坂本真綾 / Warsaw Philharmonic Orchestra,2004-01-21,"￥ 3,045",68 分,,,1,537,57,"{'1': 1, '2': 0, '3': 0, '4': 0, '5': 1, '6': 2, '7': 3, '8': 23, '9': 16, '10': 11}",8.368421052631579,ビクターエンタテインメント,,Tim Jensen / 菅野よう子 / Ilaria Graziano / Franco Sansalone / Chris Mosdell / 岩里祐穂,菅野よう子 / Renaud Garcia-Fons,菅野よう子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-29,,"内容紹介
初音ミクが歌う意味。
VOCALOIDが歌唱する楽曲が日々生まれる今日、まっさらな透明感溢れるOne Roomの楽曲こそ、VOCALOIDに歌わせる意味と
価値がある。
そんなVOCALOIDの「原点」に戻る作品Toy Box。
初音ミクの持つまっさらで無垢なイメージと、クリアな歌声を最大限に生かした音作りが人気のOne Roomオリジナルフルアルバムが
MOERレーベルより遂に発売! 

曲目リスト
1. BEAT!  
2. Scene  
3. Eve  
4. Adam  
5. Escape  
6. Fake Lover  
7. SoundScaper  
8. Dark to Light  
9. The 9th  
10. タイトル未定新録楽曲  
11. Luminous Point  
12. Message in our silence  
13. from Y to Y   ",Toy Box,Toy Box,"{'Vocaloid': 40, '初音ミク': 24, 'OneRoom': 21, 'ジミーサムP': 13, '巡音ルカ': 7, 'miku': 5, 'box': 4, 'Toy': 4, '封面美': 3, '地味山姆': 1, '泛Vocaloid': 1, 'Independent': 1, 'electronica': 1, 'album': 1, '2009': 1}",14,"{'on_hold': 0, 'dropped': 0, 'wish': 11, 'collect': 98, 'doing': 3}",3244,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/88/e1/3244_zbfDf.jpg,https://lain.bgm.tv/r/100/pic/cover/l/88/e1/3244_zbfDf.jpg,https://lain.bgm.tv/pic/cover/l/88/e1/3244_zbfDf.jpg,https://lain.bgm.tv/r/800/pic/cover/l/88/e1/3244_zbfDf.jpg,https://lain.bgm.tv/r/400/pic/cover/l/88/e1/3244_zbfDf.jpg,CD,OneRoom feat.初音ミク,2009-07-29,"￥ 2,000",,,,1,1003,69,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 1, '7': 15, '8': 32, '9': 12, '10': 8}",8.115942028985508,,,,,,,,,,,,Toy Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-11-17,,"初回限定盤と通常盤の2種類がリリースされ、初回限定盤には『Re-sublimity』のプロモーションビデオと『神無月の巫女』のプロモーションビデオを収録されたDVDが封入された。

価格は通常盤が1,260円、初回限定盤が2,100円。品番は通常盤がGNCA-0006、初回限定盤がGNCA-0005。

KOTOKOのセカンドアルバム「硝子の靡風」に『Re-sublimity』が収録されている。日本語で読むと「リ・サブリミティ」だが、カタカナ、日本語読みでの正式な表記は「リ・サブリマティ」である。これは、正確な発音に基づくもので、どちらかといえば「マ」に近いことからそうなった。ラジオなどでの曲紹介も「リ・サブリマティ」といっている。ちなみに2曲目のagonyも「アゴニー」ではなく「アガニー」と読む。

",Re-sublimity,,"{'KOTOKO': 45, 'I’ve': 19, '神无月的巫女': 18, '神曲': 17, 'ED': 16, 'OP': 12, 'K姐神碟': 7, 'ACG': 7, '百合': 6, '2004': 5, 'テーマソング': 3, 'anime': 3, 'VOCAL': 2, '中沢伴行': 2, 'OPED': 2, '高濑一矢': 2, 'OPED插入歌': 1, '高瀬一矢': 1, 'agony实在太神了': 1, '2004年': 1, '使用不出': 1, 'EDM': 1, 'highA-': 1, '＊': 1, '更华美的形容词': 1, 'OP_ED': 1, 'agony': 1, '，原谅我': 1, '单曲': 1, 'trance': 1}",5,"{'on_hold': 1, 'dropped': 0, 'wish': 7, 'collect': 205, 'doing': 5}",10497,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/71/ee/10497_s9Q39.jpg,https://lain.bgm.tv/r/100/pic/cover/l/71/ee/10497_s9Q39.jpg,https://lain.bgm.tv/pic/cover/l/71/ee/10497_s9Q39.jpg,https://lain.bgm.tv/r/800/pic/cover/l/71/ee/10497_s9Q39.jpg,https://lain.bgm.tv/r/400/pic/cover/l/71/ee/10497_s9Q39.jpg,Single / Maxi,KOTOKO,2004-11-17,"￥ 1,260",25 m,ジェネオン エンタテインメント,ジェネオン エンタテインメント,1,370,163,"{'1': 0, '2': 0, '3': 0, '4': 1, '5': 0, '6': 8, '7': 24, '8': 54, '9': 49, '10': 27}",8.36196319018405,,,KOTOKO,中沢伴行、高瀬一矢,中沢伴行、高瀬一矢,,,,,,,,,"[{'v': '神无月的巫女 OP+ED'}, {'v': '神無月の巫女 OP+ED'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-07,,"ゲーム「マブラヴ オルタナティヴ」オリジナル・サウンドトラック第2弾。本作は、ゲームBGM、栗林みな実による主題歌「マブラヴ」、JAM Projectの遠藤正明による挿入歌「Carry on」ショート・ヴァージョンを収録。

===

Music composer
Taku Iwasaki: 02, 04, 16, 22
Hikaru Nanase: 01, 05, 07, 14, 18, 23, 24, 25, 26
Hijiri Anze: 13, 19
Yoshiki Minami: 09, 10, 21
Shinobu Kajihisa: 03, 20
Hironobu Kageyama: 08
Yoshikazu Kawatani/Peak A Soul+/Susumu Ueda: 06, 15
Angel Note: 11, 12

17 Composition & Arrangement: Yohgo Kohno / Vocals: Masaaki Endoh / Lyrics: Hironobu Kageyama

27 Composition: SAGE KOIZUMI / Arrangement: Masaaki Iizuka / Vocals: Minami Minami Kuribayashi / Lyrics: Ikuko Ebata


MUSICIANS
Conductors: Hiroshi Kumagai (熊谷 弘), Susumu Ueda
Strings: Shinozaki Strings, Joe Kato Strings, Koike Strings, CHICA Strings
Brass: Shiro Sasaki Group, Satoshi Sano Group (佐野 聡グループ)
Percussion: Midori Takada
Guitar: Masaaki Iizuka, Yohgo Kohno, Youichi Matsuo, Hironobu Kageyama
Bass: Yohgo Kohno
Keyboard: Yohgo Kohno, Kenichi Sudo, Yoshichika Kuriyama, Hikaru Nanase",「マブラヴ オルタネイティヴ」 オリジナルサウンドトラック vol.2,,"{'OST': 15, '岩崎琢': 10, '伊藤真澄': 9, '安瀬聖': 7, 'MUV-LUV': 7, '南良樹': 6, 'galgame': 6, '影山ヒロノブ': 6, 'Angel_Note': 5, '上田益': 4, '七瀬光': 3, 'Peak_A_Soul': 2, 'マブラヴ': 2, 'âge': 1, 'Peak_A_Soul+': 1, 'VGM': 1, 'OST2': 1, '2006': 1, 'alternative': 1, '遠藤正明': 1, 'minami': 1}",27,"{'on_hold': 0, 'dropped': 0, 'wish': 4, 'collect': 59, 'doing': 2}",43521,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/e5/77/43521_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/e5/77/43521_jp.jpg,https://lain.bgm.tv/pic/cover/l/e5/77/43521_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/e5/77/43521_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/e5/77/43521_jp.jpg,Soundtrack,,2006-06-07,"￥ 3,000",68 m,,ランティス,1,1006,44,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 12, '8': 15, '9': 10, '10': 6}",8.181818181818182,,,,,,,,,,,,,,[{'v': 'Muv-Luv Alternative OST2'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-26,,"人気沸騰「初音ミク」作品を厳選した初の'07~'09.7ヘ゛ストアルハ゛ム、遂にリリース!!

動画投稿サイトを中心に、10代をメインとしたインターネットカルチャーの中で「現象」を巻き起こし続けている音声合成ソフト(ウ゛ォーカロイト゛)「初音ミク」。その「初音ミク」がこの世に誕生して二年。「ニコニコ動画」で「初音ミク」を使った動画再生数は驚異の2億再生を越え、5万件の「初音ミク」関連動画の頂点の楽曲、トータル再生数3600万再生を越える人気楽曲を厳選した満二歳をお祝いする「初音ミク」'07~'09.7ヘ゛ストアルハ゛ム。オリコンアルハ゛ムチャート初登場4位を記録し、ロンク゛セールスを続けているsupercellの超人気曲「メルト」を筆頭に、livetune、Oster project、dorikoなどのヒットクリエーターが集結。今回supercellをリリースしたSony Musicと「ニコニコ動画」を運営するdwangoとの共同企画で、それぞれから「初音ミク ベスト~memories~」「初音ミクベスト~impacts~」の2タイトルをリリース。インターネットの登場により、21世紀のホ゜ッフ゜ミューシ゛ックシーンに衝撃を与えた「初音ミク」。その全貌を網羅する他のコンヒ゜アルハ゛ムの追随を許さない「初音ミク」の'07~'09.7ヘ゛ストアルハ゛ムです。
▽初音ミク ベスト~memories~
初音ミク誕生から様々な楽曲が生まれ、そして生まれ続けている今において、改め
て振り返ることの出来る名曲たちを集めたメモリアルなベストアルバム。",初音ミク ベスト～memories～,,"{'Vocaloid': 61, '初音ミク': 60, '原创': 9, 'OSTER.Project': 6, 'V.A.': 5, '2009': 4, 'ぢょんP': 3, 'ヤスオ': 3, 'Azuma': 3, 'ボーカロイド': 1, '已整理': 1, 'GonGoss': 1, 'フルカワミキ': 1, 'malo': 1, 'ゆうゆ': 1, 'v家': 1, 'livetune': 1, 'kz': 1, 'doriko': 1, '同人音楽': 1, 'OSTER_PROJECT': 1, '7': 1, 'mikuru396': 1, 'ryo': 1}",17,"{'on_hold': 1, 'dropped': 0, 'wish': 17, 'collect': 212, 'doing': 12}",2583,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/ea/a5/2583_yYoUC.jpg,https://lain.bgm.tv/r/100/pic/cover/l/ea/a5/2583_yYoUC.jpg,https://lain.bgm.tv/pic/cover/l/ea/a5/2583_yYoUC.jpg,https://lain.bgm.tv/r/800/pic/cover/l/ea/a5/2583_yYoUC.jpg,https://lain.bgm.tv/r/400/pic/cover/l/ea/a5/2583_yYoUC.jpg,Album,ケフィアP feat.初音ミク、malo feat.初音ミク、supercell feat.初音ミク、OSTER project feat.初音ミク、ゆうゆ feat.初音ミク、小林オニキス feat.初音ミク、azuma feat.初音ミク、ヤスオ feat.初音ミク、GonGoss feat.初音ミク、mikuru396 feat.初音ミク、ぢょんP feat.初音ミク、baker feat.初音ミク、livetune(kz) feat.初音ミク、OneRoom(ジミーサムP) feat.初音ミク、doriko feat.初音ミク、North-T feat.初音ミク,2009-08-26,2500円,,,,1,756,150,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 2, '6': 4, '7': 27, '8': 65, '9': 42, '10': 10}",8.14,ソニー・ミュージックダイレクト,,malo、ryo、OSTER project、ゆうゆ、小林オニキス、azuma、ヤスオ、GonGoss、mikuru396、YUKI、baker、kz、ジミーサムP 、doriko、North-T,malo、ryo、OSTER project、ゆうゆ、小林オニキス、azuma、ヤスオ、GonGoss、mikuru396、恩田快人、baker、kz、ジミーサムP 、doriko、North-T,malo、ryo、OSTER project、ゆうゆ、フルカワミキ、azuma、ヤスオ、GonGoss、mikuru396、ぢょんP、baker、kz、ジミーサムP 、doriko、North-T,,,,,,,,,[{'v': '初音ミク ベスト~memories~ 初回生産限定盤'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-08-11,,Ceui(セイ)2010年第一弾シングルは、2010年7月新番組アニメの注目作品『伝説の勇者の伝説』ED主題歌に決定!! 柔らかく、芯のある歌声が、作品のエンディングを包み込む。昨年1stアルバムを発売したCeuiの次なるステージとなる、渾身の1曲。,Truth Of My Destiny,,"{'ceui': 23, 'ED': 13, '传勇传': 10, '小高光太郎': 5, '传说中勇者的传说': 4, '2010': 4, '华丽': 3, 'OPED插入歌': 1, '主题曲': 1, '动漫主题曲': 1, 'anime': 1, '2010年': 1}",4,"{'on_hold': 0, 'dropped': 1, 'wish': 4, 'collect': 121, 'doing': 3}",7721,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/55/13/7721_jp.jpg,https://lain.bgm.tv/r/100/pic/cover/l/55/13/7721_jp.jpg,https://lain.bgm.tv/pic/cover/l/55/13/7721_jp.jpg,https://lain.bgm.tv/r/800/pic/cover/l/55/13/7721_jp.jpg,https://lain.bgm.tv/r/400/pic/cover/l/55/13/7721_jp.jpg,单曲,Ceui,2010-08-11,"￥ 1,200",,,ランティス,1,1195,90,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 6, '7': 12, '8': 49, '9': 17, '10': 5}",8.0,ランティス,,,,,,,,,,,,,"[{'k': 'jp', 'v': '伝説の勇者の伝説 ED 「Truth Of My Destiny」'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-25,,,輪るピングディスク Vol.7,回转企鹅碟 Vol.7,"{'OST': 20, '橋本由香利': 14, '輪るピングドラム': 6, '2012': 5, '渡部優衣': 3, '桥本由香利': 3, '三宅麻理恵': 3, '荒川美穂': 3, '回转企鹅罐': 2, 'RoDa': 2, '石橋凌': 2, 'drama': 2, '白浜久': 2, '田中一郎': 1, '.DramaCD': 1, 'anime': 1, 'ドラマ': 1, 'アニメ': 1, '动画': 1, 'O.S.T.': 1}",12,"{'on_hold': 1, 'dropped': 0, 'wish': 7, 'collect': 62, 'doing': 5}",39067,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/6d/4e/39067_414m7.jpg,https://lain.bgm.tv/r/100/pic/cover/l/6d/4e/39067_414m7.jpg,https://lain.bgm.tv/pic/cover/l/6d/4e/39067_414m7.jpg,https://lain.bgm.tv/r/800/pic/cover/l/6d/4e/39067_414m7.jpg,https://lain.bgm.tv/r/400/pic/cover/l/6d/4e/39067_414m7.jpg,,トリプルH(渡部優衣、三宅麻理恵、荒川美穂),2012-04-25,,39:08,,,1,737,40,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 1, '6': 1, '7': 5, '8': 16, '9': 11, '10': 6}",8.325,,,Ryo(石橋凌)、Hisashi(白浜久),Ryo(石橋凌)、Hisashi(白浜久)、田中一郎、橋本由香利,橋本由香利,,,,,,,回转企鹅碟 Vol.7,,"[{'v': '回转企鹅罐 OST7'}, {'v': '輪るピングドラム 7 特典CD'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-25,,"《Frozen》讲述一个诅咒令王国被冰天雪地永久覆盖，乐观无畏的Anna（由Kristen Bell配音）和一个大胆的山民克里斯托弗以及陪伴他左右的驯鹿斯文组队出发，遭遇了喜马拉雅山般的极端气候、神秘的生物与无处不在的魔法，不但为了寻到Anna的姐姐——冰雪皇后Elsa（由Idina Menzel配音），更希望能破除冰封魔咒，拯救王国免遭灭顶之灾。

《冰雪奇缘》的原声由Christophe Beck打造，除了收入所有插曲以外，CD2还收入了因为剧情定位改变没有在正片中使用的所有demo。",Frozen,,"{'OST': 47, 'Frozen': 28, 'Disney': 26, '电影': 11, '2013': 8, '插入曲': 7, '冰雪奇缘': 7, 'Kristen-Bell': 2, 'Idina-Menzel': 2, 'anime': 2, '动画': 2, '插曲': 1, 'Tr₇Sr₊': 1, '治愈': 1, '待分类': 1}",55,"{'on_hold': 1, 'dropped': 1, 'wish': 9, 'collect': 134, 'doing': 9}",93270,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/e0/0b/93270_01m9h.jpg,https://lain.bgm.tv/r/100/pic/cover/l/e0/0b/93270_01m9h.jpg,https://lain.bgm.tv/pic/cover/l/e0/0b/93270_01m9h.jpg,https://lain.bgm.tv/r/800/pic/cover/l/e0/0b/93270_01m9h.jpg,https://lain.bgm.tv/r/400/pic/cover/l/e0/0b/93270_01m9h.jpg,,,2013-11-25,,2:09:25,,Walt Disney Records,2,799,109,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 2, '6': 4, '7': 16, '8': 51, '9': 27, '10': 9}",8.137614678899082,,,,,,,,,,,,,,[{'v': 'Original Motion Picture Soundtrack'}],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,,1月16日にリリースしたメジャー1stアルバム『Sympa』の話題も尽きない中、King Gnuが早くも新曲をリリース。坂口健太郎主演の日本テレビ系土曜ドラマ『イノセンス 冤罪弁護士』に初のドラマ主題歌として書き下ろした楽曲。,白日,,"{'King_Gnu': 14, '2019': 11, 'single': 7, 'KingGnu': 6, '常盤大希': 2, 'King': 2, 'JAPAN': 1, '乐队': 1, 'JPOP': 1}",1,"{'on_hold': 2, 'dropped': 1, 'wish': 1, 'collect': 68, 'doing': 2}",294755,0,0,False,False,3,https://lain.bgm.tv/r/200/pic/cover/l/da/24/294755_rZOoK.jpg,https://lain.bgm.tv/r/100/pic/cover/l/da/24/294755_rZOoK.jpg,https://lain.bgm.tv/pic/cover/l/da/24/294755_rZOoK.jpg,https://lain.bgm.tv/r/800/pic/cover/l/da/24/294755_rZOoK.jpg,https://lain.bgm.tv/r/400/pic/cover/l/da/24/294755_rZOoK.jpg,Digital,King Gnu,2019-02-22,￥ 250,4:34,,,,409,53,"{'1': 1, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 4, '8': 16, '9': 22, '10': 9}",8.50943396226415,,,常田大希,常田大希,King Gnu,,,,,,,,Sony Music Labels Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
